,0,1
0,74.77731876789635,6.81900309238143
1,74.79563786140255,6.817597934640897
2,74.81395695490878,6.8161927769003645
3,74.83168651400395,6.813379286955721
4,74.84906883568313,6.809736285406191
5,74.8664511573623,6.806093283856662
6,74.88209143141259,6.8010711612675845
7,74.89697569488638,6.795450530305455
8,74.91185995836017,6.789829899343324
9,74.92319904868683,6.78272215455169
10,74.93345149590479,6.77515858942981
11,74.94370394312274,6.767595024307931
12,74.94940210423798,6.758469989665114
13,74.95419004913164,6.7490328808891915
14,74.9589779940253,6.739595772113269
15,74.96190107162126,6.728782492920586
16,74.96462031206359,6.7178187930191475
17,74.96733955250592,6.706855093117707
18,74.9687406391499,6.694747731866513
19,74.97010025937107,6.682604393368083
20,74.97147282163385,6.670419379867706
21,74.97317722593024,6.657165793277992
22,74.97488163022663,6.6439122066882765
23,74.97651323553922,6.63062199167904
24,74.97752807168516,6.617021452560799
25,74.9785429078311,6.603420913442557
26,74.9795588733533,6.589868561045064
27,74.98058021485916,6.576545583949644
28,74.981601556365,6.563222606854223
29,74.98262289787084,6.550050538847029
30,74.98364423937669,6.537352076302956
31,74.98466558088255,6.5246536137588835
32,74.9855811578272,6.512170037942332
33,74.98626096793778,6.500165480455314
34,74.98694077804836,6.488160922968294
35,74.98762058815895,6.476392252502587
36,74.98830039826952,6.4650122095669165
37,74.98898020838011,6.453632166631245
38,74.9896600184907,6.442499569018112
39,74.99033982860126,6.431674650128083
40,74.99101963871185,6.420849731238055
41,74.99152481138633,6.410345677302425
42,74.99186471644161,6.400145272963743
43,74.9922046214969,6.389944868625063
44,74.99254452655218,6.379986700233677
45,74.99288443160748,6.370202638929228
46,74.99322433666276,6.360418577624779
47,74.99356424171806,6.3509050782453205
48,74.99390414677336,6.341537359975104
49,74.99424405182866,6.332169641704886
50,74.99434111046301,6.323150625987803
51,74.99434273680298,6.314268641257523
52,74.99434436314296,6.305386656527243
53,74.99461057258152,6.296695546560519
54,74.99494885129684,6.288056428600207
55,74.99528713001216,6.279417310639896
56,74.99562679755503,6.271104104216156
57,74.99596670261032,6.262846634037223
58,74.99630660766562,6.254589163858291
59,74.99664651272091,6.246587604236542
60,74.9969864177762,6.238607696080431
61,74.99732632283148,6.230627787924319
62,74.99766622788678,6.222991372946098
63,74.99800613294207,6.215358417318514
64,74.99834603799736,6.207739563632474
65,74.99868594305265,6.200349474774858
66,74.99902584810795,6.192959385917242
67,74.99932309631635,6.18559992248816
68,74.99932472265633,6.178452700400513
69,74.9993263489963,6.171305478312865
70,74.99932765960693,6.1641919340220195
71,74.99932765960693,6.157218188198636
72,74.99932765960693,6.150244442375252
73,74.99932765960693,6.1433252728968775
74,74.99932765960693,6.13655969859061
75,74.99932765960693,6.1297941242843414
76,74.99932765960693,6.123097289311931
77,74.99932765960693,6.116539886522779
78,74.99932765960693,6.109982483733627
79,74.99932765960693,6.103369812729338
80,74.99932765960693,6.096673628928775
81,74.99932765960693,6.089977445128212
82,74.99932765960693,6.083054775600692
83,74.99932765960693,6.075872858260192
84,74.99932765960693,6.068690940919692
85,74.99932765960693,6.060971420127252
86,74.99932765960693,6.052783340454026
87,74.99932765960693,6.044595260780799
88,74.99932765960693,6.035445847889996
89,74.99932765960693,6.025661786585546
90,74.99932765960693,6.015877725281097
91,74.99910088390503,6.00469812119568
92,74.99876260518971,5.992832344720071
93,74.9984243264744,5.980966568244463
94,74.99658730440638,5.967256184565517
95,74.99421935339919,5.952892349884517
96,74.99185140239199,5.938528515203518
97,74.98646160678054,5.922038197282479
98,74.98034656846525,5.905037523384678
99,74.97423153014996,5.888036849486875
100,74.96486246883676,5.868669613408749
101,74.95502636465301,5.848962709788441
102,74.94519026046929,5.829255806168131
103,74.93118477382393,5.806802015278988
104,74.91692502490149,5.784180710419057
105,74.90263670581119,5.761533033096484
106,74.88567072716624,5.736413670031161
107,74.8687047485213,5.711294306965836
108,74.85151790050644,5.686000429830456
109,74.83174160638042,5.658660570582563
110,74.8119653122544,5.63132071133467
111,74.79176168656755,5.60373666262345
112,74.76907099120193,5.574731431238629
113,74.74638029583629,5.545726199853808
114,74.72366725713476,5.516452848438406
115,74.70087247601057,5.48619858795089
116,74.67807769488638,5.4559443274633725
117,74.65519463927127,5.425572367654634
118,74.6320876008714,5.394901764132886
119,74.60898056247153,5.364231160611136
120,74.58561797979856,5.333609232189027
121,74.56178234108879,5.303077409678689
122,74.537946702379,5.272545587168351
123,74.51472129313737,5.242188115934628
124,74.49234285504741,5.2120726364585215
125,74.46996441695744,5.181957156982415
126,74.44723129367244,5.152314591099699
127,74.42412425527257,5.1231705787034665
128,74.4010172168727,5.094026566307235
129,74.37773692604883,5.065421561452349
130,74.3543176303733,5.037249016135991
131,74.33089833469774,5.009076470819634
132,74.3082570266513,4.9814225839226784
133,74.28608676007846,4.954082724674786
134,74.26391649350562,4.926742865426892
135,74.24138665794851,4.900170086678722
136,74.21869596258288,4.873940475522113
137,74.19600526721725,4.847710864365506
138,74.17370954830797,4.822113215539081
139,74.15153928173513,4.796716290450936
140,74.12936901516228,4.771319365362792
141,74.10754305573221,4.7464962855126265
142,74.0857891321936,4.721793265481534
143,74.06403520865499,4.697090245450443
144,74.04172233543565,4.67325670270048
145,74.01934389734568,4.6495251497492625
146,73.9969654592557,4.625793596798045
147,73.97518845981301,4.60273030901046
